application,data_structure,PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_DP_OPS,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SP_OPS,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
100:java.util.ArrayList,java.util.ArrayList,4069330.0,4655515.5,256.0,5328114.5,1938089.0,78640.0,6303.5,38.0,101289.0,184279.5,1958.0,0.0,4937049.0,3056184.0,342241.5,585.0,28985.5,341.0,263416.5,227041.0,250448.0,317976.5,156.0,474.0,385.5,192.5,491.5,68044.5,14.0,325776.5,253477.5,311635.5,146.0,45844.0,8954.0,250.0,215.5,75.5,0.0,388780.0,63.0,651837.5,68.0,7754599.0,3859103.0,102.0,2937.5,1651077.5,638827.0,0.0,21042.0,376835.0,3418.0,3.0,8.0,2342689.5,2.47060175E7,0.0,0.0
101:java.util.ArrayList,java.util.ArrayList,1073009.0,1295279.0,33.5,1398725.5,475672.5,20196.0,24261.0,22.0,3125.5,7544.0,208.5,0.0,1467388.5,862681.5,12543.5,447.0,618.5,93.0,9660.5,9178.5,8025.5,12131.5,94.0,348.5,280.0,59.0,383.0,1840.0,14.0,13451.0,7478.0,11717.0,98.0,2357.0,369.0,25.0,87.0,30.0,0.0,11773.0,48.0,16413.0,21.5,2429300.0,1198440.5,0.0,472.0,442141.0,61016.5,0.0,83635.5,56278.5,2619.0,2.0,11.0,619080.5,7136824.5,0.0,0.0
102:java.util.ArrayList,java.util.ArrayList,2365.0,2900.0,3.0,1361.0,2071.0,801.0,824.0,2.0,39.0,17.0,17.0,0.0,3946.5,2670.0,117.5,179.0,106.0,23.0,304.0,275.0,92.0,72.0,38.0,215.5,241.5,8.0,178.0,4.0,2.5,488.0,105.5,267.0,36.0,98.0,2.0,2.0,4.0,3.0,0.0,112.0,39.0,110.5,2.0,6538.0,8325.5,88.0,44.0,4814.0,773.5,0.0,1709.0,2377.0,758.0,0.0,8.0,7268.5,16576.0,0.0,0.0
103:java.util.ArrayList,java.util.ArrayList,25243.0,25480.0,11.0,22429.0,25235.0,2812.0,230.0,1.0,26.5,5.0,13.0,0.0,21445.0,11991.0,90.0,142.0,71.0,20.0,236.0,212.5,78.0,51.0,34.0,181.0,163.0,2.0,155.5,2.0,1.0,376.0,84.0,188.5,34.0,70.5,1.0,2.0,2.0,1.0,0.0,86.5,33.0,80.0,2.0,33744.0,34560.0,46.0,35.5,20086.0,322.5,0.0,813.0,3115.0,821.0,0.0,4.0,29170.5,118161.0,0.0,0.0
104:java.util.ArrayList,java.util.ArrayList,3047290.5,3610813.5,35.0,4034883.0,1353375.0,52114.5,39060.5,761.5,15096.5,25956.5,1296.5,0.0,3950470.5,2283738.0,19609.5,519.5,2478.5,712.5,13651.5,11545.0,44158.0,15467.0,1231.0,366.0,298.0,183.5,435.0,6179.0,56.5,17213.5,47908.0,16092.5,391.0,9639.0,2590.0,144.0,195.0,88.0,1.0,55168.5,1058.5,72908.0,133.0,6412763.0,3111150.5,10179.5,3047.5,1171254.5,130602.0,0.0,148427.0,141427.0,3521.5,8.0,13.0,1650482.0,1.9582397E7,0.0,0.0
105:java.util.ArrayList,java.util.ArrayList,4928278.5,5686335.0,114.0,6134552.0,2192834.0,126101.0,3923.0,75778.0,148478.0,154696.5,26175.5,0.0,5972570.5,3623094.0,157100.5,965.0,5503.5,88757.0,108858.5,83615.5,432146.5,37005.0,69357.0,639.5,4.0,807.0,742.5,17983.5,22228.0,126714.5,533975.0,46425.5,90662.0,211404.0,9810.5,43274.5,713.5,753.0,669.0,573052.0,49330.5,628425.5,83883.0,8550402.5,4366709.0,804638.5,68908.0,1992332.0,1476472.0,0.0,485662.0,770544.5,8931.5,743.0,22.5,2930077.0,2.93334005E7,0.0,0.0
106:java.util.LinkedList,java.util.LinkedList,539.0,734.0,1.0,428.0,539.0,108.0,188.0,0.0,17.0,5.0,2.0,0.0,922.0,721.0,47.0,129.0,61.0,11.0,181.0,162.0,33.0,34.0,18.0,156.0,152.0,1.0,126.5,1.0,0.0,298.0,52.0,171.5,17.0,33.0,0.0,0.0,1.0,1.0,0.0,52.5,16.0,48.5,0.0,1426.0,1923.0,0.0,17.0,1743.0,207.0,0.0,496.0,1414.0,561.5,0.0,8.0,2718.5,4053.0,0.0,0.0
107:java.util.ArrayList,java.util.ArrayList,545.0,725.0,2.0,428.0,546.0,116.0,173.0,0.0,18.0,3.5,2.0,0.0,909.0,772.0,65.0,109.0,67.0,12.0,180.0,167.0,31.5,51.0,20.0,147.0,139.0,1.0,118.0,1.0,0.0,299.5,53.0,147.0,18.0,34.5,0.0,0.0,1.0,2.0,0.0,48.0,16.0,57.5,0.0,1414.0,1892.0,0.0,17.0,1992.0,188.5,0.0,484.0,1712.0,633.0,0.0,8.0,3043.5,4053.0,0.0,0.0
108:java.util.ArrayList,java.util.ArrayList,16999.0,19089.5,15.0,13405.0,16985.0,3240.0,2348.0,5.0,45.0,20.0,20.0,0.0,20148.5,12787.0,144.0,209.0,134.5,37.0,360.5,324.0,134.5,97.0,58.0,243.0,212.0,0.0,201.0,4.0,6.0,547.5,134.5,307.0,58.0,133.0,3.0,5.0,1.0,3.0,0.0,139.0,66.5,136.0,5.0,32155.0,36138.0,84.0,67.0,16434.0,1534.0,0.0,3980.0,3799.5,808.5,0.0,10.0,25278.0,97247.0,0.0,0.0
109:java.util.ArrayList,java.util.ArrayList,2054.0,2292.0,3.0,1700.0,2055.5,352.5,229.0,2.0,32.5,21.0,15.0,0.0,2377.0,1876.0,120.0,191.0,105.0,24.0,329.0,311.0,90.0,78.0,38.0,229.0,217.5,3.0,202.0,4.0,3.0,503.0,91.0,273.5,36.0,96.0,3.0,2.0,4.0,4.0,0.0,96.5,39.5,97.0,2.0,3474.0,4357.0,92.0,47.0,3818.0,521.0,0.0,881.0,2676.0,807.5,0.0,4.0,5920.5,11789.0,0.0,0.0
10:java.util.ArrayList,java.util.ArrayList,1002376.5,1156863.5,40.0,1337153.0,450916.5,16459.5,2075.0,332.5,2974.0,1736.5,265.0,0.0,1200318.5,687213.5,5219.5,379.0,319.0,399.0,3573.0,3259.5,3862.5,3923.5,548.0,408.5,359.5,57.0,329.0,880.0,36.5,5212.5,5602.5,5216.5,719.0,1271.0,144.5,68.5,46.5,30.0,1.0,6743.5,740.5,12816.0,123.5,1913546.5,919758.0,1125.0,377.5,373790.5,21781.0,0.0,13755.0,30718.5,2082.5,4.0,9.0,516804.0,6138619.0,0.0,0.0
110:java.util.ArrayList,java.util.ArrayList,2065623.5,2441164.0,54.0,2707138.5,929116.0,38148.5,26161.0,1074.0,9802.5,8901.0,755.5,0.0,2645429.0,1537700.0,12179.0,525.0,1003.0,1091.5,8814.0,6140.0,16472.0,7180.0,1571.0,377.0,319.0,102.0,416.0,2999.5,113.0,9380.5,29618.0,8705.0,1629.0,4337.0,610.0,200.5,149.0,57.0,0.0,34178.5,2183.0,53191.5,381.5,4296135.0,2111557.5,11823.5,1046.0,815765.5,101487.5,0.0,108874.0,93498.0,3465.0,12.0,13.0,1135212.5,1.31850775E7,0.0,0.0
111:java.util.ArrayList,java.util.ArrayList,2262.5,2633.0,8.0,1611.0,2389.5,783.5,234.0,25.0,70.0,20.0,57.0,0.0,2278.0,1756.0,190.0,150.5,116.0,80.0,358.5,312.0,240.0,82.0,116.0,198.5,189.0,2.0,165.0,3.0,16.5,492.0,249.0,243.0,118.0,239.0,2.0,16.0,2.0,3.0,0.0,242.5,153.0,230.0,17.5,2780.0,4515.5,170.0,114.0,4067.0,1003.0,0.0,1494.0,2577.5,720.0,1.0,8.0,6039.5,11466.0,0.0,0.0
112:java.util.ArrayList,java.util.ArrayList,1066.0,1319.0,0.0,892.0,1095.0,192.0,254.0,0.0,22.5,7.5,5.0,0.0,1591.0,1382.0,92.0,186.0,99.0,13.0,272.0,258.5,52.0,67.0,22.0,220.0,209.0,0.0,183.5,3.0,0.0,469.5,63.5,250.0,22.0,46.0,1.0,0.0,0.0,3.0,0.0,71.0,15.5,70.0,0.5,2352.0,2945.0,0.0,26.0,2988.0,332.5,0.0,658.0,2363.5,807.5,0.0,4.0,4555.5,7341.0,0.0,0.0
11:java.util.ArrayList,java.util.ArrayList,3825626.0,4421258.5,50.0,5139869.0,1709192.0,58951.0,7630.5,46.0,8393.5,13847.5,506.5,0.0,4632421.5,2632242.5,13214.5,519.0,1657.5,94.5,9920.5,9509.5,21384.0,12524.0,90.0,526.0,404.0,192.0,479.0,3518.0,16.0,13890.0,23639.0,12846.0,78.0,6094.5,1095.5,26.0,123.0,62.5,0.0,28784.5,64.0,43301.0,50.0,7358590.0,3500242.0,60.0,954.5,1368670.0,37099.5,0.0,34081.0,100322.5,2944.0,2.0,7.0,1928565.5,2.35355555E7,0.0,0.0
124:java.util.LinkedList,java.util.LinkedList,595.0,804.0,3.0,489.0,592.0,102.0,202.0,1.0,14.0,8.0,2.0,0.0,1015.0,769.0,57.0,152.0,62.0,13.0,207.0,195.5,43.0,39.0,20.0,205.0,198.0,1.0,147.5,2.0,0.5,361.5,55.5,201.5,20.0,45.0,2.0,0.0,1.0,1.0,0.0,46.0,14.0,67.0,0.0,1534.0,2083.0,0.0,22.0,1660.0,211.5,0.0,543.0,1216.0,527.0,0.0,9.0,2566.0,4488.5,0.0,0.0
12:java.util.ArrayList,java.util.ArrayList,28896.0,31231.0,28.0,24478.0,29257.0,4412.5,2353.0,12.0,38.5,24.0,30.5,0.0,30548.0,18424.5,128.5,187.5,114.0,41.0,342.5,307.5,148.5,73.0,62.0,254.5,201.0,3.0,174.5,3.0,8.0,484.0,145.0,272.0,62.0,142.5,4.0,4.0,2.0,4.0,0.0,143.5,79.0,132.5,7.5,48128.0,52334.0,140.5,77.0,24941.5,1720.0,0.0,4109.0,4435.0,774.5,2.0,11.0,38384.0,154078.0,0.0,0.0
138:java.util.LinkedList,java.util.LinkedList,552.0,758.0,1.0,438.0,554.0,112.0,200.0,0.0,21.0,5.0,2.0,0.0,990.0,760.0,77.0,146.0,69.5,14.0,206.0,206.5,44.0,51.0,26.0,175.0,166.0,1.0,140.0,2.0,0.0,356.5,62.0,197.5,24.0,48.5,1.0,0.0,1.0,2.0,0.0,63.0,13.5,67.0,0.0,1487.0,2069.0,0.0,24.0,1826.0,185.0,0.0,585.0,1494.5,626.0,0.0,8.0,2834.5,4331.0,0.0,0.0
139:java.util.LinkedList,java.util.LinkedList,608.0,826.0,2.0,483.0,608.0,123.0,211.0,0.0,16.0,9.0,2.0,0.0,1068.5,808.0,66.5,149.0,79.0,13.5,221.0,199.0,48.0,49.0,22.0,175.0,183.5,1.0,155.0,1.0,0.0,383.0,56.0,202.5,22.0,43.0,1.0,0.0,1.0,2.0,0.0,53.0,13.0,58.5,1.0,1593.0,2179.0,0.0,21.5,1909.0,219.5,0.0,583.0,1569.0,634.0,0.0,10.0,3008.0,4682.0,0.0,0.0
13:java.util.ArrayList,java.util.ArrayList,214061.5,246723.0,24.0,286265.0,95259.5,3426.0,241.0,52.0,24362.5,42703.0,2658.0,0.0,269126.0,177090.0,26520.0,389.5,3603.5,73.0,19521.0,14142.0,70106.5,18792.0,40.0,229.0,124.0,63.0,189.5,9428.5,29.5,19907.5,72219.5,18772.5,36.0,23677.5,4712.5,46.5,94.0,35.5,0.0,80001.5,28.5,103242.0,52.0,423114.0,200650.0,0.0,6416.0,97068.5,87390.5,0.0,676.0,53562.5,2070.5,2.0,7.0,140312.5,1328876.5,0.0,0.0
145:java.util.LinkedList,java.util.LinkedList,654.0,905.0,1.0,500.0,655.0,152.0,244.0,0.0,11.0,4.0,0.0,0.0,1149.5,933.5,48.0,96.0,51.0,10.0,139.0,130.0,34.0,36.0,18.0,135.0,140.0,0.0,97.0,1.0,0.0,235.0,39.0,129.5,18.0,29.0,0.0,0.0,0.0,0.0,0.0,40.0,13.0,39.0,1.0,1785.0,2402.0,0.0,16.0,1909.0,183.0,0.0,614.0,1391.0,504.0,0.0,5.0,2924.5,5078.0,0.0,0.0
14:java.util.ArrayList,java.util.ArrayList,618.0,828.0,2.0,475.0,618.0,154.0,203.0,0.0,35.0,12.0,10.0,0.0,1076.0,1009.0,69.0,155.0,75.0,14.0,236.0,232.0,59.0,55.0,24.0,264.0,164.0,4.0,149.0,4.0,0.0,383.0,83.5,228.0,22.0,50.0,4.0,0.0,3.0,3.0,0.0,81.0,15.0,77.5,0.0,1614.0,2192.0,0.0,24.0,2490.0,237.0,0.0,575.0,2224.0,874.0,0.0,9.0,3851.0,4745.0,0.0,0.0
157:java.util.LinkedList,java.util.LinkedList,517.0,716.0,2.0,417.0,517.0,97.0,192.0,0.0,15.0,8.5,4.0,0.0,954.0,697.5,59.0,112.5,58.0,14.0,170.0,156.0,54.0,37.0,26.0,142.0,136.0,1.0,101.5,2.0,0.0,289.0,59.5,143.5,26.0,48.5,2.0,0.0,1.0,2.0,0.0,59.0,17.5,65.5,1.0,1413.0,1961.0,0.0,25.0,1577.0,201.5,0.0,541.0,1252.0,508.0,0.0,9.0,2502.5,4098.0,0.0,0.0
15:java.util.LinkedList,java.util.LinkedList,632.5,884.0,1.0,481.0,633.0,162.0,244.0,0.0,23.0,9.0,5.0,0.0,1164.0,947.0,71.0,168.0,74.0,16.0,255.0,244.0,45.0,53.0,26.0,261.0,190.0,1.0,200.0,2.0,0.0,409.0,70.5,229.0,26.0,56.5,2.0,0.0,1.0,3.0,0.0,71.0,20.0,73.0,0.0,1723.0,2395.0,0.0,27.5,2490.0,158.0,0.0,662.0,2027.5,850.0,0.0,8.0,3697.5,5036.0,0.0,0.0
16:java.util.ArrayList,java.util.ArrayList,12900.0,13136.0,8.0,11442.0,12895.0,1466.0,233.0,1.0,36.0,6.0,8.0,0.0,11266.5,6335.5,95.0,165.0,90.0,20.0,273.0,250.0,70.0,57.0,32.0,244.0,175.0,2.0,159.0,4.0,1.0,404.5,93.0,239.0,32.0,64.0,0.0,1.0,1.0,4.0,0.0,90.5,28.0,89.0,2.0,17712.0,18451.0,23.0,32.5,10541.0,394.0,0.0,738.5,2394.0,684.0,0.0,9.0,15945.0,61497.0,0.0,0.0
173:java.util.LinkedList,java.util.LinkedList,647.0,857.0,3.0,537.0,646.0,108.0,203.0,1.0,20.5,5.5,4.0,0.0,1169.0,972.5,49.0,139.0,53.0,16.0,184.0,175.0,44.0,29.0,28.0,161.5,166.0,2.0,140.0,1.0,0.0,334.0,56.0,173.0,26.0,41.5,0.0,0.0,1.0,1.0,0.0,61.0,17.5,62.0,1.0,1648.0,2268.0,0.0,23.0,2075.0,196.0,0.0,617.0,1651.0,726.0,0.0,8.0,3324.0,4973.0,0.0,0.0
174:java.util.Vector,java.util.Vector,3658867.5,4206033.5,44.0,4833523.5,2069112.5,102224.5,288.0,41926.5,90356.0,126069.5,14033.0,0.0,4582654.0,3271244.5,109371.0,927.5,2439.0,42945.5,76092.0,40616.5,316053.0,14870.5,27874.0,681.0,6.0,785.5,860.5,8258.5,9818.0,71712.0,388774.0,19171.5,58801.0,160451.5,3732.0,22121.5,742.5,737.5,324.5,412014.5,23198.0,482155.0,36934.0,8219465.0,3453775.5,369491.5,57107.0,1472129.5,712264.5,0.0,418612.5,414180.5,6009.5,188.0,18.0,2508514.0,2.84257915E7,0.0,0.0
175:java.util.LinkedList,java.util.LinkedList,552.0,741.0,0.0,441.0,553.0,108.0,184.0,0.0,16.0,2.0,3.0,0.0,930.5,743.0,52.0,101.0,55.5,13.0,171.0,149.0,39.0,38.0,22.0,159.0,132.0,2.0,105.0,2.0,0.0,276.5,54.0,149.0,22.0,37.5,0.0,0.0,1.0,1.0,0.0,47.0,16.0,61.0,0.5,1406.0,1925.0,0.0,20.0,1826.0,223.5,0.0,516.0,1360.0,530.0,0.0,7.0,2661.5,4119.0,0.0,0.0
17:java.util.ArrayList,java.util.ArrayList,14862.0,15703.0,10.0,12702.0,14855.5,2172.0,838.5,2.5,43.0,21.5,16.0,0.0,14333.5,8298.0,124.0,222.0,111.0,30.0,366.5,338.5,117.5,86.0,46.0,287.5,243.0,4.5,225.0,6.0,2.0,548.0,150.0,316.0,49.0,110.0,3.5,2.0,4.0,4.0,0.0,151.5,52.5,142.0,2.0,23057.0,24797.5,135.5,53.0,13197.0,919.5,0.0,1856.0,3296.0,868.5,0.0,10.0,20295.0,75496.0,0.0,0.0
188:java.util.LinkedList,java.util.LinkedList,597.0,804.0,0.0,464.0,576.0,112.0,200.0,0.0,10.0,3.5,2.0,0.0,968.5,810.0,51.0,127.0,60.0,12.0,174.0,173.5,32.0,88.5,18.0,173.0,139.5,4.0,124.0,1.0,0.0,317.0,45.0,178.0,18.0,38.0,0.0,1.0,0.0,3.0,0.0,43.0,16.0,45.0,1.0,1546.0,2025.0,0.0,16.0,1826.0,241.5,0.0,526.0,1302.5,460.0,0.0,5.0,2651.0,4280.0,0.0,0.0
18:java.util.ArrayList,java.util.ArrayList,2.9124946E7,4.7335852E7,62.0,2.76448755E7,1.29042875E7,1500278.0,5606072.0,101.0,53435.5,293896.5,10508.5,0.0,7.733188E7,5.09756005E7,194665.5,1183.5,16025.0,121.0,134697.0,82894.5,594141.0,120205.5,40.0,642.0,14.0,848.5,875.5,12470.5,94.5,125607.0,769845.0,147796.5,32.0,288237.5,6621.5,99.0,783.5,566.5,9.5,795215.5,1149.5,1022624.5,102.0,1.471261845E8,8.16640895E7,0.0,102301.0,2.2869737E7,8508098.0,0.0,1.8862875E7,5043781.5,12329.0,5.0,11.0,3.2491008E7,3.120642735E8,0.0,0.0
199:java.util.Vector,java.util.Vector,8919729.0,1.02710945E7,101.0,1.19276915E7,3969631.5,141877.0,1367.5,100.0,65125.5,220201.5,9872.5,0.0,1.08326955E7,6978924.5,153358.0,1072.5,2155.5,131.5,105600.5,14442.0,434931.5,19877.5,54.0,808.5,29.0,884.0,904.5,12887.0,84.0,22652.5,546928.0,26575.0,46.0,206612.0,5830.0,97.5,907.0,625.0,0.0,586282.0,117.0,755327.0,94.0,1.75958545E7,8299237.5,0.0,72972.5,3181971.0,210170.5,0.0,3402.0,317488.5,7522.0,2.0,14.0,4478819.0,5.4632035E7,0.0,0.0
19:java.util.ArrayList,java.util.ArrayList,8651840.5,1.00819185E7,64.0,1.15588985E7,3861819.5,139299.0,50815.5,75.0,10653.0,19068.5,847.5,0.0,1.0674217E7,6124878.0,16365.0,611.0,2063.5,129.5,11720.5,9910.5,31178.5,11105.5,119.0,475.0,336.0,168.0,426.0,4013.5,16.0,12767.5,47311.0,16673.0,104.0,7048.0,1363.5,43.0,138.0,102.5,0.0,54403.0,108.0,85567.0,72.0,1.71826725E7,8240969.0,167.0,1755.0,3153211.5,103304.0,0.0,188794.0,204764.0,3885.0,4.0,8.0,4454128.0,5.40198375E7,0.0,0.0
1:java.util.Vector,java.util.Vector,15141.0,15953.0,5.0,12850.0,15134.5,2293.0,812.0,2.0,64.5,21.0,29.0,0.0,16249.0,10157.0,106.0,373.0,99.0,21.0,481.0,465.0,110.5,71.0,34.0,513.5,381.0,11.0,376.0,7.0,1.0,823.0,133.5,485.0,33.0,94.0,5.0,2.0,11.5,15.0,0.0,122.5,25.0,125.0,3.0,22011.0,24189.0,97.0,44.5,15521.0,3311.0,0.0,2173.0,5734.5,1214.0,0.0,9.0,24149.0,77811.0,0.0,0.0
207:java.util.LinkedList,java.util.LinkedList,565.0,757.0,1.0,442.0,565.0,121.0,185.0,0.0,10.5,4.0,0.0,0.0,947.0,833.0,57.0,113.5,67.5,11.0,164.0,159.5,32.0,38.0,18.0,145.0,122.0,2.0,109.0,1.0,0.0,307.5,43.0,170.0,18.0,33.5,1.0,0.0,0.0,0.0,0.0,46.0,14.5,41.5,0.0,1436.0,1925.0,0.0,16.0,1826.0,230.0,0.0,486.0,1418.0,505.0,0.0,4.0,2758.0,4166.0,0.0,0.0
20:java.util.ArrayList,java.util.ArrayList,13622.0,14765.5,14.0,11682.0,13612.0,1952.0,1134.0,1.0,32.0,15.0,10.0,0.0,14768.0,9333.0,94.0,153.0,101.5,23.0,256.0,244.5,80.0,69.0,34.0,258.0,163.0,2.0,152.0,5.0,0.5,406.0,85.0,244.5,32.0,74.0,2.0,0.0,2.0,4.0,0.0,93.5,36.0,93.0,2.0,22015.0,23804.0,78.0,36.0,12118.0,713.0,0.0,1786.0,2339.5,649.0,0.0,11.0,17687.5,71776.0,0.0,0.0
213:java.util.LinkedList,java.util.LinkedList,583.5,787.0,1.0,470.0,585.0,112.0,197.0,0.0,14.0,6.0,3.0,0.0,997.0,759.0,66.0,156.0,63.0,13.0,193.0,186.0,37.5,42.0,20.0,177.0,165.0,3.0,140.0,2.0,0.0,357.0,52.0,190.0,22.0,36.5,0.0,0.0,1.0,2.0,0.0,50.5,13.0,55.0,0.5,1514.0,2071.0,0.0,22.5,1909.0,237.5,0.0,545.0,1442.0,564.0,0.0,8.0,2793.5,4416.0,0.0,0.0
217:java.util.LinkedList,java.util.LinkedList,604.0,828.0,0.0,479.0,606.0,123.0,217.0,0.5,11.0,4.5,1.0,0.0,1057.0,854.0,63.0,127.5,71.5,13.0,177.0,171.0,31.0,45.0,20.0,163.0,136.0,1.0,127.0,1.0,0.0,312.5,39.5,175.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,39.0,14.0,40.5,0.0,1624.0,2195.0,0.0,20.0,1909.0,251.0,0.0,568.0,1473.0,454.0,0.0,4.0,2900.5,4673.0,0.0,0.0
21:java.util.ArrayList,java.util.ArrayList,860.0,1106.0,2.0,663.0,860.0,208.0,239.0,1.0,28.0,9.0,8.0,0.0,1395.0,1295.0,95.0,179.0,95.5,21.0,299.0,272.5,71.5,67.0,34.0,273.0,197.0,3.0,194.0,2.0,0.0,482.5,83.5,262.0,36.0,73.0,1.0,0.0,3.0,4.0,0.0,93.0,31.0,82.0,1.0,1973.0,2755.0,38.0,37.5,3071.0,321.5,0.0,779.0,2400.5,912.5,0.0,8.0,4379.0,6285.0,0.0,0.0
22:java.util.ArrayList,java.util.ArrayList,1172.0,1404.0,2.0,987.0,1173.0,197.0,224.0,1.0,38.5,14.0,11.0,0.0,1562.0,1117.5,92.0,201.0,90.0,12.0,299.5,288.0,50.5,68.0,20.0,278.5,214.0,3.5,201.0,3.0,0.0,491.5,91.0,277.0,20.0,51.0,3.0,0.0,4.0,4.0,0.0,82.0,11.0,85.5,1.0,2354.0,2911.0,0.0,27.0,2573.0,277.5,0.0,563.0,1873.0,691.0,0.0,9.0,4096.5,7420.0,0.0,0.0
23:java.util.ArrayList,java.util.ArrayList,38982.0,39250.0,31.0,34677.5,38946.0,4307.0,267.0,5.0,51.0,36.5,26.0,0.0,32967.0,18307.5,136.0,226.0,118.0,31.0,367.5,341.0,134.0,90.0,46.0,306.0,226.0,7.0,235.0,6.0,2.0,597.0,146.0,308.5,46.0,133.0,9.0,2.0,5.0,8.0,0.0,146.0,46.5,133.0,4.0,51756.0,52789.0,92.0,56.5,28220.0,643.0,0.0,1020.0,4154.5,878.5,2.0,5.0,43847.5,181794.5,0.0,0.0
24:java.util.ArrayList,java.util.ArrayList,922.0,1136.0,1.0,766.0,926.0,171.0,207.0,0.0,15.0,4.0,2.0,0.0,1342.0,1078.0,76.0,151.0,67.0,12.0,222.0,205.0,43.0,49.5,20.0,233.0,160.0,1.0,149.0,1.0,0.0,365.0,46.5,199.0,20.0,35.5,1.0,0.0,2.0,3.0,0.0,44.0,13.0,50.5,0.0,1990.0,2544.0,0.0,24.0,2407.0,269.0,0.0,563.0,1760.5,611.0,0.0,5.0,3570.0,6161.0,0.0,0.0
252:java.util.LinkedList,java.util.LinkedList,633.0,857.0,1.0,504.0,633.0,127.0,217.0,0.0,17.0,7.0,2.0,0.0,1081.0,820.5,68.5,175.5,77.0,11.0,232.0,242.0,39.0,50.0,18.0,209.0,192.0,0.0,168.0,2.0,0.0,437.5,53.0,248.0,18.0,37.0,1.0,0.0,0.0,1.0,0.0,54.5,12.0,47.5,1.0,1619.0,2191.0,0.0,20.0,1909.0,250.0,0.0,569.0,1477.5,492.0,0.0,4.0,2935.0,4758.0,0.0,0.0
25:java.util.ArrayList,java.util.ArrayList,31215.5,33822.0,26.0,26516.0,31065.0,4406.0,1929.0,2.0,36.5,16.0,11.0,0.0,30434.5,17796.5,111.0,219.0,113.5,22.0,353.0,334.0,88.0,83.0,38.0,308.0,232.5,2.0,226.0,7.0,1.0,575.5,116.0,314.5,38.0,87.5,4.0,1.0,3.0,4.0,0.0,111.0,28.5,104.5,2.0,48205.0,52443.0,67.0,42.0,26394.0,1351.0,0.0,3243.5,4851.5,948.0,0.0,6.0,40728.0,156064.0,0.0,0.0
265:java.util.LinkedList,java.util.LinkedList,544.0,740.0,1.0,420.0,545.0,135.0,189.0,0.0,15.0,3.0,2.0,0.0,910.0,752.0,43.0,94.0,52.0,9.5,145.0,140.0,28.0,34.0,16.0,166.0,109.0,1.0,98.5,1.0,0.0,225.0,35.0,125.0,15.0,25.0,0.0,0.0,1.0,18.0,0.0,38.0,7.0,38.0,0.0,1424.0,1903.0,0.0,14.0,1909.0,158.0,0.0,476.0,1479.5,636.0,0.0,9.0,2831.0,4034.0,0.0,0.0
267:java.util.LinkedList,java.util.LinkedList,624.0,819.0,3.0,504.0,620.0,128.0,188.0,0.0,10.0,6.0,4.0,0.0,1038.5,848.5,52.0,119.0,60.0,11.0,179.0,165.5,25.5,40.0,18.0,189.0,128.0,0.0,106.0,1.0,0.0,283.0,41.0,165.0,18.0,30.0,1.0,0.0,1.0,0.0,0.0,44.0,12.5,46.0,0.0,1561.0,2117.0,0.0,20.0,1992.0,217.0,0.0,558.0,1418.0,476.5,0.0,4.0,2836.5,4594.5,0.0,0.0
268:java.util.LinkedList,java.util.LinkedList,634.0,845.0,1.0,526.0,634.0,119.0,206.0,0.0,12.0,4.0,3.0,0.0,1065.5,770.0,41.0,134.0,51.0,14.0,195.0,184.0,41.0,31.0,22.0,214.0,153.0,1.0,130.0,2.0,0.0,301.5,46.0,181.0,22.0,36.0,0.0,0.0,1.0,3.0,0.0,52.0,13.0,51.5,0.0,1585.0,2140.5,0.0,22.0,1826.0,187.0,0.0,554.0,1323.5,513.5,0.0,9.0,2752.5,4720.0,0.0,0.0
