application,data_structure,PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_DP_OPS,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SP_OPS,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
26:java.util.ArrayList,java.util.ArrayList,16716.0,18472.0,18.0,13905.0,16699.5,2822.5,1748.0,5.0,48.0,17.5,17.0,0.0,18727.5,11850.0,118.0,171.5,95.0,39.0,294.0,278.0,140.0,70.0,70.0,277.0,198.0,2.0,179.5,3.0,3.0,453.0,154.5,262.0,68.0,138.0,2.0,2.0,2.0,5.0,0.0,159.0,74.0,150.5,5.0,28750.0,31742.0,79.0,71.5,15562.5,1301.5,0.0,2989.0,3922.5,1011.5,1.0,10.0,24187.0,90872.0,0.0,0.0
277:java.util.LinkedList,java.util.LinkedList,584.0,778.0,1.0,449.0,585.0,146.0,187.0,0.0,6.0,3.0,2.0,0.0,978.5,876.0,54.0,125.0,57.0,13.0,161.0,165.0,36.0,41.0,22.0,208.0,135.0,1.0,110.0,2.0,0.0,298.5,44.0,160.5,20.0,36.0,2.0,0.0,0.0,3.0,0.0,45.5,16.0,46.5,1.0,1483.0,2017.0,0.0,22.5,2241.0,166.0,0.0,531.0,1810.5,636.0,0.0,5.0,3282.5,4320.0,0.0,0.0
27:java.util.ArrayList,java.util.ArrayList,518.0,719.0,1.0,400.0,519.0,128.0,194.0,1.0,21.0,5.5,4.0,0.0,927.0,792.5,57.0,108.5,64.0,15.0,154.0,158.0,44.5,40.0,26.0,179.0,122.0,1.0,104.0,3.0,0.0,270.5,60.0,161.0,25.0,50.5,0.0,0.0,2.0,3.0,0.0,59.0,15.0,59.5,0.0,1418.0,1950.0,0.0,22.0,1826.0,246.0,0.0,534.0,1514.0,566.0,0.0,8.0,2804.5,4085.0,0.0,0.0
284:java.util.Vector,java.util.Vector,6970.0,9249.0,8.0,4526.0,7473.5,2613.0,1742.0,12.5,81.0,23.0,62.0,0.0,11020.5,7675.5,173.5,381.0,121.0,54.0,613.5,519.5,200.5,85.0,80.0,462.0,432.0,14.5,437.5,6.0,9.0,970.5,216.5,483.0,78.0,191.5,4.0,9.0,16.0,21.0,0.0,209.5,94.0,215.5,11.0,14220.0,19742.5,155.0,91.0,14898.5,6571.0,0.0,5916.5,8147.0,1099.0,1.0,9.0,23088.0,45531.0,0.0,0.0
286:java.util.LinkedList,java.util.LinkedList,615.0,824.0,2.0,481.0,615.0,145.0,202.0,0.0,13.5,2.0,2.0,0.0,1038.0,881.0,45.0,126.0,46.0,11.0,158.0,153.5,34.5,36.0,20.0,227.0,167.0,2.0,122.0,1.0,0.0,288.0,37.0,153.0,18.0,28.5,0.0,0.0,1.0,3.0,0.0,39.0,11.5,46.5,0.0,1596.0,2135.0,0.0,18.0,2075.0,221.0,0.0,536.0,1664.5,691.5,0.0,8.0,3171.0,4603.0,0.0,0.0
28:java.util.ArrayList,java.util.ArrayList,1043.0,1287.0,1.0,786.0,1075.0,276.0,244.0,2.0,33.0,10.0,10.0,0.0,1534.0,1347.0,103.0,155.0,99.0,24.5,252.5,241.0,73.5,74.0,36.0,228.0,173.0,2.0,155.5,3.0,1.0,408.5,99.0,206.5,35.0,74.5,3.0,1.0,2.0,3.0,0.0,94.0,32.5,92.0,1.5,2192.0,2983.0,123.0,41.0,3071.0,351.5,0.0,848.5,2442.0,797.5,0.0,5.0,4624.5,7029.0,0.0,0.0
296:java.util.Vector,java.util.Vector,1.07345005E7,1.23634515E7,68.0,1.436519E7,4764727.5,168221.5,821.0,77.0,75709.0,282530.5,12539.0,0.0,1.3481506E7,9436264.5,190428.0,1003.0,3740.0,95.0,131415.5,20455.5,541332.0,28822.0,48.0,847.0,33.5,887.0,833.0,15010.0,70.0,31809.5,719749.5,36819.5,50.0,280019.5,6601.5,72.0,830.0,788.5,3.0,747956.5,211.5,922375.0,72.0,2.118883E7,9975286.5,0.0,108168.5,3691632.5,259443.5,0.0,2193.0,295944.5,7642.0,2.0,10.5,5230020.0,6.60362915E7,0.0,0.0
299:java.util.LinkedList,java.util.LinkedList,565.0,777.0,2.0,445.0,565.0,118.0,213.0,0.0,15.5,4.0,4.0,0.0,975.0,709.0,60.0,118.0,67.0,12.0,174.0,177.0,36.0,51.0,20.0,181.0,158.0,1.0,122.0,3.0,0.0,318.5,45.5,158.0,20.0,37.0,1.0,0.0,0.0,2.0,0.0,49.0,16.0,51.5,0.0,1507.0,2036.0,0.0,20.5,1826.0,200.0,0.0,524.0,1377.0,660.0,0.0,11.0,2681.5,4338.0,0.0,0.0
29:java.util.ArrayList,java.util.ArrayList,37642.0,38774.0,26.0,33133.5,37623.5,4519.0,1123.0,2.0,39.5,17.0,13.0,0.0,34603.5,19952.5,107.0,175.5,110.5,24.0,289.0,266.0,97.0,70.0,40.0,248.0,203.0,4.0,173.0,5.0,1.0,457.5,124.5,260.0,38.0,91.5,3.0,1.0,3.0,4.0,0.0,124.0,35.5,114.0,2.0,53315.0,55227.0,46.0,47.0,27722.0,756.0,0.0,1914.0,4059.0,957.5,0.0,10.0,43000.5,182223.0,0.0,0.0
2:java.util.ArrayList,java.util.ArrayList,38651.0,40703.0,33.0,33624.0,38621.0,5036.0,2045.0,3.0,32.5,16.0,14.0,0.0,38371.0,23101.5,101.0,177.0,109.0,22.0,271.5,253.0,91.0,77.0,38.0,367.0,188.0,3.0,157.0,4.0,1.0,428.5,94.0,244.5,38.0,89.5,2.0,1.0,4.0,3.0,0.0,103.0,40.5,99.5,2.0,58087.0,61108.0,54.0,44.0,29133.0,1149.0,0.0,3032.0,3745.5,626.5,2.5,6.0,45288.5,194029.0,0.0,0.0
303:java.util.LinkedList,java.util.LinkedList,551.0,753.0,1.0,434.0,552.0,115.0,220.0,0.0,10.5,11.0,3.5,0.0,964.0,794.0,67.5,116.0,70.0,15.0,176.0,169.5,49.0,51.0,22.0,173.0,120.0,0.0,106.0,1.0,0.0,289.0,49.0,178.0,22.0,43.5,3.0,0.0,0.0,0.0,0.0,44.5,17.0,47.5,0.0,1461.0,1995.0,0.0,17.5,1826.0,273.0,0.0,531.0,1430.0,449.0,0.0,5.0,2698.0,4212.0,0.0,0.0
30:java.util.ArrayList,java.util.ArrayList,1555.0,1776.0,1.0,1215.0,1556.0,351.0,214.0,2.5,30.0,7.5,7.0,0.0,1924.5,1489.0,111.0,158.0,88.0,31.0,254.0,249.5,89.5,60.0,48.0,226.0,169.0,1.0,158.0,3.0,2.0,411.0,112.0,229.0,50.0,87.5,1.5,1.0,1.0,3.0,0.0,107.5,48.5,102.0,3.0,2756.0,3748.0,120.0,49.0,3154.0,377.0,0.0,989.0,2290.5,759.5,0.0,5.0,4978.0,9448.0,0.0,0.0
31:java.util.ArrayList,java.util.ArrayList,1398.0,1626.0,1.0,1131.0,1402.0,281.0,222.5,3.0,26.0,14.0,17.0,0.0,1775.0,1108.5,99.0,169.0,90.0,21.0,264.0,241.0,83.0,63.0,34.0,251.0,199.5,4.0,166.0,4.0,2.0,430.5,90.5,231.0,32.0,82.0,3.0,2.0,3.0,4.0,0.0,88.0,32.0,91.0,2.0,2603.0,3387.0,92.0,40.0,2158.0,408.0,0.0,780.0,1261.0,500.5,0.0,8.0,3653.0,8603.0,0.0,0.0
323:java.util.LinkedList,java.util.LinkedList,688.0,924.0,1.0,577.0,690.0,132.0,237.0,0.0,12.0,3.0,3.0,0.0,1253.0,1010.5,65.0,146.0,73.0,12.0,195.0,189.0,37.0,47.0,22.0,198.0,160.5,1.0,151.0,2.5,0.0,361.0,51.0,201.5,20.0,37.5,1.0,0.0,0.0,0.0,0.0,54.5,13.0,53.0,0.0,1791.0,2487.0,0.0,21.0,2158.0,302.5,0.0,643.0,1714.5,632.0,0.0,4.0,3462.0,5440.0,0.0,0.0
325:java.util.Vector,java.util.Vector,4197803.5,4840371.0,57.0,4778442.0,1832481.0,144118.5,445.5,147498.5,246822.0,146387.0,41994.0,0.0,4625936.5,2961283.5,212015.0,1116.5,7009.0,175265.0,146049.0,150263.5,531962.0,54445.5,134952.0,779.5,2.0,805.5,820.0,27663.5,41960.5,226119.5,684795.5,68856.5,182880.0,271288.0,15179.5,83293.5,836.5,821.0,2472.5,729054.0,93170.5,732533.0,166060.0,5976081.0,3435449.5,1655051.0,86490.5,2043460.0,2732045.0,0.0,940678.5,1472150.0,19166.0,1844.0,23.5,3140879.5,2.40962405E7,0.0,0.0
32:java.util.ArrayList,java.util.ArrayList,1.83848455E7,2.93651155E7,77.5,1.7865583E7,8154086.0,909090.5,3330271.0,85.0,59104.5,234040.5,9240.5,0.0,4.7589524E7,3.14712975E7,152473.5,1187.0,11485.0,101.0,105103.0,61961.5,467441.5,90738.5,38.0,698.5,43.0,876.0,877.5,23729.0,82.5,95950.0,592451.0,115096.5,32.0,236444.5,9414.5,82.0,879.5,538.0,3.0,610239.5,711.0,783272.0,84.0,8.9527507E7,4.95226655E7,0.0,90022.0,1.38835345E7,5300763.0,0.0,1.1205428E7,3101403.0,10586.5,4.0,14.0,1.9862127E7,1.92231856E8,0.0,0.0
33:java.util.ArrayList,java.util.ArrayList,7146441.0,1.0974273E7,57.0,8296328.5,3394322.0,346326.5,1111776.0,43513.5,55735.5,95773.5,12217.0,0.0,1.7645146E7,1.1440555E7,98418.5,911.0,3836.0,42152.5,68279.5,54695.0,244679.5,23505.0,44044.0,633.0,5.0,773.5,756.5,2681.0,9827.0,70540.0,335059.0,49639.0,31694.0,118357.0,5604.5,18913.5,744.5,699.5,123.0,349378.5,21993.0,403682.0,43793.5,3.2547963E7,1.7708249E7,337147.0,36249.0,5401432.5,2162775.0,0.0,4114697.0,1303376.5,8954.0,211.0,17.0,7702384.5,7.0252262E7,0.0,0.0
344:java.util.LinkedList,java.util.LinkedList,640.0,856.0,2.0,524.0,643.5,117.0,208.0,0.0,25.0,5.0,4.0,0.0,1118.0,914.5,73.0,169.0,80.0,16.0,249.0,228.0,50.0,53.0,24.0,212.0,194.0,1.0,171.0,2.0,0.0,406.0,60.0,196.0,26.0,46.5,0.0,0.0,1.0,5.0,0.0,63.5,17.0,68.5,1.0,1665.0,2280.0,0.0,24.0,2158.0,230.0,0.0,615.0,1677.5,699.5,0.0,8.0,3232.0,4952.0,0.0,0.0
347:java.util.LinkedList,java.util.LinkedList,574.0,779.5,1.0,448.0,574.0,124.0,199.0,0.0,26.0,6.5,1.0,0.0,959.0,777.5,59.0,153.0,72.0,10.0,221.0,196.0,35.0,46.0,18.0,198.0,169.0,1.0,144.0,4.0,0.0,381.5,56.0,193.0,18.0,30.0,2.0,0.0,1.0,2.0,0.0,56.5,10.0,60.5,1.0,1494.0,2021.0,0.0,16.0,1826.0,257.5,0.0,517.0,1506.0,632.0,0.0,8.0,2873.0,4299.0,0.0,0.0
34:java.util.ArrayList,java.util.ArrayList,763.0,991.5,2.0,581.0,764.0,196.0,225.0,1.0,30.0,15.0,11.0,0.0,1238.0,998.5,89.0,183.5,84.0,19.0,279.5,256.0,71.0,67.0,34.0,263.5,206.0,4.0,180.5,4.5,0.0,457.5,90.0,257.0,32.0,69.5,2.0,0.0,3.0,2.0,0.0,95.5,28.0,93.0,1.0,1789.0,2500.0,83.5,34.0,2324.0,363.0,0.0,717.0,1807.0,669.5,0.0,9.0,3799.5,5548.0,0.0,0.0
35:java.util.ArrayList,java.util.ArrayList,1.3451837E7,2.093192E7,53.0,1.21244105E7,5884913.5,637558.5,2243968.5,31263.0,88850.0,163936.0,16180.0,0.0,3.2458513E7,2.1852036E7,133133.5,953.0,8196.0,45557.0,92838.5,65425.5,380217.5,50587.0,44546.0,607.5,25.0,787.0,753.5,5762.0,10781.5,108770.5,508819.5,80107.5,35536.0,198661.5,3285.5,19215.5,702.0,658.5,120.5,525870.5,24598.0,613709.0,37024.0,6.09920365E7,3.378915E7,259438.5,72678.0,1.13700455E7,3996315.0,0.0,7678504.5,5654952.5,10702.5,181.0,21.0,1.6559233E7,1.30501405E8,0.0,0.0
361:java.util.LinkedList,java.util.LinkedList,541.0,747.0,1.0,433.0,541.5,106.0,199.0,0.0,15.0,4.0,3.0,0.0,955.0,705.5,64.0,137.0,66.0,13.0,191.0,174.5,37.0,45.0,22.0,179.0,162.0,1.0,128.5,2.0,0.0,322.5,53.0,152.0,22.0,42.0,0.0,0.0,1.0,2.0,0.0,54.0,16.0,54.5,0.0,1469.0,2027.0,0.0,24.0,1826.0,170.0,0.0,555.0,1324.5,702.0,0.0,9.0,2700.0,4212.0,0.0,0.0
36:java.util.ArrayList,java.util.ArrayList,699.0,960.0,1.0,551.0,699.5,159.0,260.0,0.0,20.0,6.0,6.0,0.0,1220.0,1054.0,65.0,172.0,63.0,14.0,237.0,237.0,42.0,51.0,22.0,244.0,183.0,1.0,172.0,3.0,0.0,454.5,54.5,221.0,22.0,43.5,1.0,0.0,2.0,2.0,0.0,58.5,18.0,65.0,0.0,1853.0,2471.0,0.0,23.0,2158.0,318.0,0.0,623.0,1684.5,659.5,0.0,7.0,3349.5,5401.0,0.0,0.0
373:java.util.LinkedList,java.util.LinkedList,520.0,703.5,1.0,428.5,521.0,89.0,177.0,0.0,10.0,3.0,2.0,0.0,879.0,642.0,47.0,111.0,57.0,11.0,167.0,147.0,30.0,31.0,18.0,152.5,154.0,1.0,114.0,1.0,0.0,293.5,36.5,141.5,18.0,29.5,0.0,0.0,0.0,1.0,0.0,38.0,13.0,51.5,0.0,1365.0,1844.0,0.0,14.5,1369.5,255.0,0.0,485.0,1004.0,410.0,0.0,7.0,2141.5,3912.0,0.0,0.0
374:java.util.LinkedList,java.util.LinkedList,563.0,754.0,1.0,433.0,565.0,128.0,182.0,0.0,10.5,4.0,0.0,0.0,916.0,778.0,47.0,89.0,51.0,10.0,133.0,136.0,28.0,34.0,16.0,130.0,131.5,0.0,90.0,3.0,0.0,231.0,37.5,119.5,16.0,30.5,0.0,0.0,0.0,0.0,0.0,40.5,12.0,60.5,0.0,1401.0,1869.0,0.0,16.0,1660.0,217.0,0.0,467.0,1340.0,491.0,0.0,4.0,2629.0,4076.0,0.0,0.0
37:java.util.ArrayList,java.util.ArrayList,453823.5,499566.0,35.0,494159.0,293911.0,19683.0,8461.0,19.0,2235.5,2024.5,235.0,0.0,495677.5,279043.5,8375.0,308.0,1175.0,93.5,7469.5,6090.5,2823.5,6813.5,94.0,384.0,249.0,61.5,295.0,393.0,6.0,7630.0,5814.5,7993.0,96.0,1527.5,363.5,16.0,106.0,56.0,0.0,4567.0,38.5,2476.5,12.0,793746.0,545461.0,13.0,942.5,239496.5,16717.5,0.0,20385.0,31499.5,1799.5,2.5,7.0,348782.5,2537035.5,0.0,0.0
381:java.util.LinkedList,java.util.LinkedList,579.0,797.0,1.0,451.0,580.0,125.0,211.0,1.0,14.0,3.5,3.0,0.0,1002.0,791.0,66.0,127.0,67.0,12.0,198.0,188.0,41.5,49.0,20.0,198.5,172.0,1.0,140.5,2.0,0.0,349.0,46.5,175.5,20.0,33.0,0.0,0.0,1.0,1.0,0.0,42.0,12.0,51.0,0.0,1546.0,2096.0,0.0,20.0,1909.0,160.0,0.0,541.0,1578.5,595.5,0.0,9.0,2948.0,4424.0,0.0,0.0
388:java.util.LinkedList,java.util.LinkedList,685.0,912.0,3.0,552.0,685.5,135.0,215.0,0.0,23.0,10.0,4.0,0.0,1154.0,936.5,78.0,160.0,82.0,13.0,247.0,226.0,48.0,48.0,22.0,214.5,206.5,1.0,166.0,2.0,0.0,410.5,64.0,217.0,22.0,41.0,2.0,0.0,1.0,4.0,0.0,62.5,14.0,66.0,1.0,1717.0,2312.0,0.0,24.0,2158.0,278.5,0.0,596.0,1754.5,711.0,0.0,9.0,3447.0,5124.0,0.0,0.0
38:java.util.ArrayList,java.util.ArrayList,13278.0,13572.0,8.0,11776.0,13290.0,1529.5,265.0,1.0,41.5,10.0,12.0,0.0,11649.0,6664.0,118.0,214.0,113.5,22.0,346.0,331.5,79.5,80.5,30.0,382.0,237.0,3.0,236.0,7.0,1.0,571.5,92.0,303.0,28.0,63.5,5.0,0.0,2.0,5.0,0.0,96.0,22.0,95.5,1.0,18294.0,19026.0,23.0,33.0,11371.0,402.0,0.0,755.0,2856.0,820.0,0.0,5.0,17051.5,63397.0,0.0,0.0
393:java.util.LinkedList,java.util.LinkedList,560.0,765.0,2.0,443.0,560.0,115.0,198.0,0.0,28.0,6.0,4.0,0.0,959.0,751.0,71.0,148.0,64.0,12.0,214.0,207.0,40.0,51.0,22.0,177.0,169.0,1.0,142.0,4.0,0.0,357.5,62.5,190.0,22.0,44.0,1.0,0.0,1.0,1.0,0.0,61.0,12.0,60.0,1.0,1487.0,2030.5,0.0,19.0,1826.0,220.5,0.0,542.0,1498.5,595.0,0.0,9.0,2842.0,4284.0,0.0,0.0
39:java.util.ArrayList,java.util.ArrayList,938.0,1198.0,2.0,775.0,934.0,169.0,253.0,2.0,26.0,15.0,19.0,0.0,1414.0,982.5,89.0,188.0,92.0,12.5,276.0,265.0,54.0,67.0,20.0,230.5,198.0,5.0,184.0,4.0,0.0,513.0,71.5,251.0,20.0,60.0,4.0,0.0,5.0,5.0,0.0,69.5,13.0,79.5,1.0,2165.0,2751.0,0.0,25.5,2241.0,273.5,0.0,598.0,1682.5,633.0,0.0,8.0,3547.0,6487.5,0.0,0.0
3:java.util.LinkedList,java.util.LinkedList,1299.0,1527.0,8.0,852.0,1294.0,459.0,222.0,5.0,26.0,19.0,12.0,0.0,2383.5,1881.5,145.5,172.0,98.0,53.0,330.0,293.0,152.5,64.5,98.0,305.0,236.0,3.0,178.0,3.0,2.0,467.0,163.0,243.0,98.0,154.5,1.0,2.0,1.0,3.0,0.0,156.5,91.0,165.0,3.0,2779.0,4904.0,240.5,84.5,4399.0,970.5,0.0,2114.0,3131.0,953.0,0.0,10.0,6486.0,11036.5,0.0,0.0
40:java.util.LinkedList,java.util.LinkedList,768.0,1037.0,2.0,607.0,768.0,159.0,337.0,1.0,23.0,10.0,5.0,0.0,1360.0,1200.0,73.0,215.0,80.0,14.0,280.0,275.0,56.5,55.0,26.0,247.0,200.0,1.0,195.0,2.0,0.0,500.5,61.0,245.0,24.0,56.0,2.0,0.0,1.0,6.0,0.0,65.0,21.5,67.0,1.0,1985.0,2686.0,0.0,30.0,2739.0,280.0,0.0,698.0,2189.0,874.0,0.0,9.0,4156.5,5917.0,0.0,0.0
417:java.util.LinkedList,java.util.LinkedList,560.0,781.0,1.0,424.0,563.0,133.0,211.0,0.0,12.0,2.0,0.0,0.0,967.0,789.5,61.0,111.0,63.0,10.0,169.0,166.0,33.0,43.0,16.0,148.5,143.0,0.0,121.0,2.0,0.0,291.0,43.0,156.0,18.0,32.0,1.0,0.0,0.0,0.0,0.0,44.0,12.0,39.5,0.0,1504.0,2045.0,0.0,16.5,1826.0,158.0,0.0,528.0,1531.0,527.0,0.0,5.0,3042.0,4275.0,0.0,0.0
41:java.util.ArrayList,java.util.ArrayList,2476.0,3311.0,1.0,1728.0,2476.0,746.0,834.0,1.0,31.0,9.0,2.0,0.0,4132.5,2786.5,105.0,151.0,85.0,19.5,248.0,246.0,64.0,67.0,32.0,201.0,156.0,0.0,147.0,5.0,1.0,406.0,84.0,203.0,32.0,60.0,0.0,1.0,0.0,2.0,0.0,87.0,33.0,95.0,2.0,7099.0,8720.0,78.0,38.0,4814.0,725.5,0.0,1618.0,2326.5,643.0,0.0,5.0,7253.5,18469.0,0.0,0.0
423:java.util.LinkedList,java.util.LinkedList,568.0,757.0,1.0,456.0,570.0,111.0,181.0,0.5,17.0,2.0,2.5,0.0,993.0,843.0,65.0,122.0,66.0,14.0,193.0,170.0,39.0,40.0,24.0,147.0,152.0,0.5,132.0,2.0,0.0,311.0,58.5,165.5,24.0,39.0,0.0,0.0,1.0,1.0,0.0,53.0,13.0,59.0,0.0,1461.0,2028.0,0.0,20.5,1909.0,206.0,0.0,558.0,1694.0,638.0,0.0,8.0,3135.5,4336.0,0.0,0.0
424:java.util.LinkedList,java.util.LinkedList,569.0,768.0,1.0,462.0,570.0,106.0,192.0,1.0,23.5,8.0,5.0,0.0,1003.0,771.0,66.0,140.0,67.0,14.0,206.0,201.5,50.0,46.0,24.0,173.0,174.0,2.0,138.5,3.0,0.0,362.5,59.0,192.0,24.0,45.0,1.0,0.0,2.0,2.0,0.0,62.5,13.5,69.5,0.0,1489.0,2056.0,0.0,23.0,1909.0,189.5,0.0,556.0,1594.5,634.5,0.0,9.0,3006.0,4382.0,0.0,0.0
42:java.util.ArrayList,java.util.ArrayList,2.88020045E7,4.422194E7,52.5,2.8784558E7,1.21155605E7,1306754.0,4506871.0,87715.5,208665.5,382558.0,34045.5,0.0,6.78078455E7,4.45588795E7,302691.5,1295.0,15891.5,87819.5,209319.5,135319.5,869937.0,106930.5,51250.0,808.5,3.0,883.5,925.0,28857.5,22427.5,219664.5,1163428.5,132767.0,93507.0,457355.5,6928.0,38536.5,882.0,802.0,1540.5,1203203.0,90213.0,1416299.5,74398.5,1.264616945E8,6.9482402E7,443943.5,168634.0,2.00226295E7,8127792.0,0.0,1.544493E7,4578928.0,22566.5,597.5,22.5,2.8532291E7,2.817278055E8,0.0,0.0
43:java.util.ArrayList,java.util.ArrayList,1061.0,1266.5,1.0,896.0,1063.0,162.0,201.0,1.0,31.0,12.0,10.5,0.0,1458.5,974.0,88.0,146.0,85.0,16.0,221.0,216.0,60.0,66.0,22.0,186.0,165.5,3.0,144.0,3.0,1.0,388.0,77.5,208.0,22.0,54.0,2.0,0.0,3.0,3.0,0.0,77.0,20.5,87.5,1.0,2179.0,2743.0,0.0,28.0,2241.0,351.0,0.0,561.0,1381.5,577.5,0.0,9.0,3248.0,6783.0,0.0,0.0
44:java.util.ArrayList,java.util.ArrayList,12575.0,12807.0,10.0,11160.0,12571.0,1413.0,233.0,1.0,30.5,9.0,9.0,0.0,10983.0,6099.5,76.0,136.0,82.0,25.0,222.0,198.0,60.0,50.0,32.0,174.0,138.0,2.0,135.5,6.0,1.5,329.0,75.5,187.0,32.0,62.5,1.0,1.0,2.0,3.0,0.0,79.0,30.0,80.5,1.5,17235.0,17909.0,21.0,30.5,9877.0,370.0,0.0,671.0,1763.0,492.0,0.0,9.0,14855.0,59796.0,0.0,0.0
45:java.util.ArrayList,java.util.ArrayList,659.0,889.0,0.0,472.0,661.0,185.0,242.0,1.0,21.0,9.0,12.0,0.0,1115.0,1045.0,61.0,121.0,66.5,21.0,195.0,183.0,60.5,45.0,28.0,187.0,133.0,4.0,136.5,3.0,0.0,315.0,73.0,174.5,28.0,56.5,1.5,1.0,3.0,2.0,0.0,68.5,24.0,72.0,1.0,1640.0,2331.0,25.0,28.5,2407.0,236.5,0.0,688.0,1937.0,646.0,0.0,5.0,3586.0,4983.0,0.0,0.0
465:java.util.LinkedList,java.util.LinkedList,590.0,796.0,2.0,457.0,589.0,131.0,199.0,0.0,22.0,8.0,2.0,0.0,1020.5,883.5,84.0,168.0,96.0,14.0,236.5,230.0,42.0,63.0,22.0,187.0,169.5,2.0,158.0,2.0,0.0,407.0,68.5,236.0,22.0,58.0,1.0,0.0,1.0,3.0,0.0,62.0,16.5,63.5,1.0,1548.5,2112.0,0.0,22.0,2324.0,219.5,0.0,560.0,2012.5,777.0,0.0,8.0,3557.5,4514.0,0.0,0.0
46:java.util.Vector,java.util.Vector,46190.0,47482.0,19.0,39690.0,46455.5,6944.0,2331.5,1.0,56.0,15.0,37.0,0.0,49168.0,30012.0,94.0,362.0,84.5,22.0,436.5,404.5,95.5,64.0,34.0,401.0,373.0,11.5,343.0,3.0,2.0,864.0,116.5,408.0,34.0,92.0,3.0,2.0,11.0,15.0,0.0,109.0,31.0,116.0,2.0,64734.5,69789.0,52.0,38.0,44820.0,9493.0,0.0,5587.5,13508.0,2249.0,0.0,9.0,67555.5,231843.5,0.0,0.0
47:java.util.ArrayList,java.util.ArrayList,1595.0,1955.0,4.0,1164.0,1732.5,527.5,264.0,13.5,63.5,20.0,35.5,0.0,1872.0,1328.0,152.0,163.0,106.0,62.0,321.5,294.5,167.5,72.5,80.0,198.0,161.0,3.0,152.5,4.0,10.0,472.0,196.0,241.0,82.0,176.5,3.0,10.0,2.0,4.0,0.0,194.5,108.5,179.0,10.0,2440.0,3795.0,129.0,84.0,2988.0,677.5,0.0,1300.5,1987.0,627.0,1.0,9.0,4713.5,8879.0,0.0,0.0
48:java.util.ArrayList,java.util.ArrayList,113846.5,131049.5,24.0,143374.0,51162.5,2688.0,282.0,636.5,8140.0,13090.0,562.5,0.0,135535.5,81253.5,13663.5,399.0,1251.0,717.0,9787.0,8582.5,21952.0,12585.0,1001.0,222.0,152.0,66.0,198.5,3441.5,84.0,14168.0,21528.5,11146.5,1306.0,6119.0,1251.0,145.0,62.0,31.0,2.0,26084.0,1382.5,32572.0,241.5,202440.0,103809.0,10491.5,1131.0,54074.5,52152.0,0.0,10091.5,36605.5,2196.5,6.0,12.0,80123.5,680187.5,0.0,0.0
495:java.util.LinkedList,java.util.LinkedList,551.0,742.0,1.0,436.0,551.0,113.0,183.0,0.0,23.0,8.0,3.5,0.0,981.0,775.0,64.0,123.0,71.0,16.0,195.0,192.0,45.5,44.0,28.0,159.0,135.0,2.0,134.0,2.0,0.0,336.0,69.0,184.0,28.0,49.0,2.0,0.0,1.0,1.0,0.0,68.0,18.0,69.0,1.0,1445.0,2005.0,0.0,26.0,1826.0,237.0,0.0,554.0,1537.5,639.5,0.0,9.0,2948.5,4247.0,0.0,0.0
497:java.util.LinkedList,java.util.LinkedList,579.0,785.0,1.0,458.0,580.0,119.0,199.0,0.0,17.0,4.0,2.0,0.0,993.5,810.0,65.0,138.5,71.0,13.0,182.0,184.5,42.0,48.0,22.0,157.0,144.0,2.0,124.0,2.0,0.0,329.5,59.0,183.0,22.0,44.0,1.0,0.0,1.0,2.0,0.0,49.0,14.0,51.0,1.0,1536.0,2073.0,0.0,20.0,1909.0,250.0,0.0,536.0,1563.5,605.5,0.0,9.0,2957.0,4441.0,0.0,0.0
49:java.util.ArrayList,java.util.ArrayList,3990247.0,4655561.0,46.0,5279960.0,1816202.0,70005.5,31149.5,54.5,10034.0,17484.0,632.5,0.0,4976806.5,2841214.0,14076.5,523.0,2081.0,98.0,10606.5,9866.0,28568.5,13320.5,92.0,454.0,328.5,151.5,428.0,4938.0,18.5,14688.5,28349.0,13883.0,74.0,6745.0,1490.5,41.5,133.5,104.0,0.0,35898.0,68.0,47454.0,59.0,7989677.5,3899258.5,47.5,1275.5,1482338.5,137365.0,0.0,111342.0,132319.0,3264.5,2.0,9.0,2123632.0,2.4966415E7,0.0,0.0
