application,data_structure,PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_DP_OPS,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SP_OPS,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
457:java.util.Vector,java.util.Vector,120410.0,131444.0,55.0,107652.0,120370.0,12773.5,11034.0,23.5,167.0,91.0,166.5,0.0,144489.5,89650.5,527.0,386.0,232.0,219.0,920.5,927.0,696.5,192.0,358.0,488.5,421.5,34.5,500.0,15.0,23.5,1206.0,728.5,601.5,364.0,699.0,10.0,21.0,43.5,28.5,0.0,722.0,403.0,696.5,22.0,201940.0,232201.0,845.5,377.5,116158.5,3590.5,0.0,30253.0,17605.0,3787.0,3.0,7.0,172201.0,691475.0,0.0,0.0
461:java.util.Vector,java.util.Vector,88237.0,94134.0,25.0,79045.0,88230.0,9203.0,5894.0,19.5,137.0,82.0,149.0,0.0,98438.5,61609.5,444.0,339.0,232.0,181.0,829.0,876.0,563.0,188.0,302.0,453.0,387.0,22.0,425.0,14.0,15.0,1074.0,591.0,527.0,316.0,548.5,10.0,13.5,23.5,22.0,0.0,577.0,315.0,571.5,15.0,137097.0,151742.0,418.5,294.0,80427.0,2654.0,0.0,14629.0,15352.5,3684.0,3.0,6.0,120874.5,479976.0,0.0,0.0
463:java.util.Vector,java.util.Vector,34926.0,38873.5,31.0,30583.5,35064.0,4464.0,3850.0,35.5,175.5,96.0,162.5,0.0,43907.5,31240.5,521.0,377.0,237.0,234.0,877.5,913.0,712.5,195.0,385.0,437.0,371.0,21.0,399.5,11.0,29.0,1300.0,732.5,638.0,373.0,727.0,8.5,24.5,25.0,22.0,0.0,745.5,422.5,725.0,29.0,62255.5,75819.0,769.5,390.0,43160.0,4058.0,0.0,13557.5,13792.5,3006.5,3.0,4.0,64763.0,210389.5,0.0,0.0
481:java.util.Vector,java.util.Vector,58295.0,65270.0,62.0,52241.0,58295.0,6224.0,7024.0,17.0,143.0,93.0,199.0,0.0,75444.5,49284.5,448.0,479.0,241.0,169.0,973.5,978.0,540.5,194.5,280.0,569.5,493.0,49.0,531.5,12.5,12.0,1347.0,596.5,633.0,280.0,564.0,12.0,14.5,55.0,43.0,0.0,562.0,272.5,531.0,13.0,106211.0,125730.5,164.0,294.0,66898.0,2370.0,0.0,19417.5,17132.5,4591.0,2.0,4.0,100346.0,354486.0,0.0,0.0
483:java.util.Vector,java.util.Vector,20164.0,22349.5,18.0,17819.0,20232.5,2488.0,2042.0,13.5,105.0,82.5,112.0,0.0,23955.0,17901.5,361.0,308.0,189.0,137.0,709.0,649.5,441.0,141.5,238.0,417.0,382.5,23.0,397.5,10.0,8.0,937.0,469.5,485.0,240.0,430.0,8.0,8.0,23.0,21.0,0.0,472.5,234.0,444.5,9.5,34844.0,40568.0,151.0,241.5,27058.0,2930.0,0.0,5770.5,12592.0,3222.5,1.0,6.0,40725.0,116696.0,0.0,0.0
489:java.util.Vector,java.util.Vector,20636.0,22798.5,19.0,18037.5,20624.0,2605.0,2170.0,10.0,96.5,71.0,122.0,0.0,24560.0,19537.5,331.0,356.5,176.0,130.0,665.0,586.5,395.5,143.0,214.0,412.0,397.5,27.0,399.0,8.0,9.5,937.0,450.0,479.5,212.0,399.0,7.0,7.0,30.0,22.0,0.0,401.5,206.0,389.5,8.0,35678.5,41782.0,149.0,222.0,30253.5,2177.5,0.0,5942.5,15736.5,4611.5,2.0,8.0,45497.5,118957.5,0.0,0.0
4:java.util.ArrayList,java.util.ArrayList,46167.0,50432.0,47.0,39052.0,46143.5,7594.0,3988.0,40.0,147.0,92.0,165.5,0.0,48824.5,33228.5,545.5,262.0,248.0,243.0,847.0,747.0,749.0,196.0,391.0,471.0,385.0,33.5,322.5,14.0,27.0,998.0,754.0,497.5,390.0,762.0,11.0,26.0,25.0,30.0,0.0,750.0,432.0,716.0,31.0,78622.0,88758.5,502.0,410.0,48306.0,4687.5,0.0,10145.0,18907.0,4436.0,2.0,5.0,78629.5,250105.0,0.0,0.0
533:java.util.Vector,java.util.Vector,87119.5,96930.0,58.0,77902.5,87501.0,9647.0,9884.5,31.5,228.0,112.5,221.0,0.0,111274.5,71782.0,603.0,515.0,291.0,241.0,1165.0,1074.5,722.0,264.5,355.0,648.0,543.5,47.0,699.5,18.5,24.0,1496.0,748.5,795.0,354.0,715.5,16.0,27.0,56.5,51.5,0.0,767.0,396.5,746.5,25.5,156169.0,184866.0,685.5,383.0,93707.0,3419.5,0.0,28644.0,20029.5,5239.0,4.0,7.0,140945.5,526027.0,0.0,0.0
534:java.util.Vector,java.util.Vector,635907.5,669127.0,237.0,572731.5,635694.5,63179.0,33206.0,17.0,222.5,125.5,283.0,0.0,684352.5,400102.0,515.0,644.5,243.0,217.0,1178.0,1108.5,728.5,199.5,330.0,701.5,602.0,75.5,644.5,18.0,15.0,1598.5,808.5,851.0,328.0,699.0,20.0,18.0,100.0,77.0,0.0,720.0,327.5,712.5,15.5,944890.0,1012235.5,497.0,358.0,502855.5,3574.0,0.0,67294.5,24867.0,5632.0,5.0,8.0,729349.0,3355080.5,0.0,0.0
537:java.util.Vector,java.util.Vector,189103.5,208578.0,162.5,168304.0,189013.0,21115.5,19561.0,163.5,515.0,162.0,534.5,0.0,234285.5,144771.5,964.5,521.5,358.0,491.5,1492.0,1329.0,1470.0,314.0,658.0,571.0,475.5,74.5,570.5,26.5,113.0,1708.5,1568.0,782.0,676.0,1493.0,23.0,100.5,85.0,82.0,0.0,1546.0,902.5,1475.0,111.5,327150.0,384628.0,1334.0,706.0,193473.0,7732.0,0.0,57107.0,27474.0,5835.5,10.0,7.0,281654.5,1112826.5,0.0,0.0
541:java.util.Vector,java.util.Vector,73738.5,84257.5,41.0,65723.0,73712.0,7800.5,10531.0,14.0,131.0,82.0,179.0,0.0,102857.0,66007.0,417.5,456.5,212.0,166.0,936.5,825.0,519.0,167.0,264.0,536.5,481.5,34.0,529.0,13.5,11.0,1264.0,571.5,632.0,258.0,511.5,14.0,9.5,43.0,38.0,0.0,504.0,252.0,493.5,11.0,143804.5,178593.5,219.0,278.0,87565.0,2978.0,0.0,34786.5,15734.0,3816.5,3.0,5.0,127391.5,472736.5,0.0,0.0
552:java.util.Vector,java.util.Vector,25263.0,27539.0,54.0,22201.0,25237.0,3057.5,2283.0,7.0,83.5,57.0,102.5,0.0,28897.0,23025.0,333.0,408.5,169.0,140.0,766.5,730.5,422.0,135.5,257.0,567.0,418.0,15.5,459.0,8.0,7.0,1024.0,437.0,523.0,258.0,410.0,6.0,5.0,23.5,20.0,0.0,436.0,226.0,430.5,6.0,42581.5,50135.5,0.0,232.0,35109.0,2082.5,0.0,7592.0,15403.5,4364.5,2.0,4.5,50876.5,142518.0,0.0,0.0
553:java.util.Vector,java.util.Vector,112025.0,119346.0,44.0,100176.0,111988.0,11858.0,7321.0,21.0,159.5,90.0,172.0,0.0,124552.0,77838.0,454.0,413.5,209.5,196.0,934.5,871.0,608.5,158.0,316.0,461.0,439.5,34.0,447.0,14.5,16.5,1156.5,651.5,572.5,317.0,588.0,8.0,15.0,50.5,36.5,0.0,676.0,318.0,649.0,19.0,174058.0,192586.5,546.5,327.0,103750.0,2874.0,0.0,18506.0,17530.5,4683.0,2.0,10.0,150889.5,608360.0,0.0,0.0
5:java.util.ArrayList,java.util.ArrayList,48740.5,50957.0,51.0,39635.0,43917.0,6587.0,3957.5,18.0,105.5,76.5,134.5,0.0,46574.0,37456.0,470.0,319.0,260.0,181.0,808.5,718.5,559.5,226.0,309.0,402.0,322.5,28.0,354.0,10.5,16.0,1043.0,586.0,553.0,312.0,552.5,6.0,18.0,25.0,30.0,0.0,559.5,311.0,564.0,16.0,77494.0,85016.5,45.0,315.0,49592.5,3809.0,0.0,8179.5,20053.5,5305.0,3.0,5.0,80865.0,250771.0,0.0,0.0
6:java.util.ArrayList,java.util.ArrayList,39768.0,42506.0,33.0,34896.0,38251.5,5790.5,3026.0,26.5,153.5,105.0,166.5,0.0,42458.5,30774.0,505.0,306.0,260.5,200.0,872.0,775.5,625.5,220.5,318.0,474.5,353.0,30.0,409.5,16.0,19.0,1119.0,644.5,568.0,314.0,644.0,11.0,20.0,26.5,30.0,0.0,651.5,341.0,652.5,20.0,63094.5,72484.5,470.0,355.0,41624.5,3860.0,0.0,7990.0,17799.5,4481.0,3.0,5.0,68753.5,213607.5,0.0,0.0
7:java.util.ArrayList,java.util.ArrayList,83417.0,86440.0,84.0,73003.0,83345.5,10409.5,3096.0,15.0,100.0,79.0,121.0,0.0,77467.5,48290.0,433.0,304.0,235.0,158.0,790.5,715.0,503.5,195.0,266.0,448.5,346.0,22.0,362.0,10.0,12.0,1014.5,542.0,539.0,258.0,519.5,6.0,14.0,22.0,22.0,0.0,537.0,283.0,500.5,14.5,121917.0,129052.5,259.0,274.0,67313.0,3502.0,0.0,7176.5,18797.0,4331.5,2.0,7.0,111134.5,411529.0,0.0,0.0
82:java.util.LinkedList,java.util.LinkedList,7560.5,9487.5,27.5,5838.0,7539.5,1727.0,1924.5,9.0,87.0,64.0,85.0,0.0,10593.0,12400.0,393.0,327.0,223.0,145.0,782.5,824.5,426.0,174.0,260.0,449.5,396.0,18.0,424.0,9.0,6.0,1032.0,446.0,557.0,262.0,431.5,4.0,5.5,19.0,18.0,0.0,431.0,235.5,451.0,8.5,18619.5,23950.0,0.0,234.0,24319.0,3686.5,0.0,5329.0,18911.5,5670.0,6.0,7.0,36653.0,53158.0,0.0,0.0
8:java.util.ArrayList,java.util.ArrayList,668566.5,677700.5,410.5,590805.0,667875.0,76557.5,9532.5,90.5,411.0,161.0,430.0,0.0,585172.5,334637.5,912.0,516.5,384.0,419.0,1438.5,1302.0,1282.5,331.0,587.0,629.5,434.5,105.5,537.5,24.0,52.0,1850.5,1451.0,886.0,591.0,1302.0,19.0,55.0,115.0,120.0,0.0,1361.0,737.0,1268.5,61.5,906485.5,927110.5,1609.5,667.5,458035.5,9699.0,0.0,19782.0,46581.5,6560.5,21.0,5.0,719872.0,3152284.0,0.0,0.0
943:java.util.LinkedList,java.util.LinkedList,5530.0,6953.0,25.0,4504.0,5520.0,1045.0,1423.5,9.0,73.5,44.0,68.0,0.0,8464.0,10384.5,315.0,294.5,161.5,118.5,625.0,522.5,344.5,131.5,218.0,363.0,344.0,11.0,331.0,8.0,7.0,780.0,361.5,418.5,217.0,339.5,3.0,6.0,13.0,14.0,0.0,360.0,198.0,357.0,6.0,13846.5,18076.5,0.0,189.5,19754.0,2297.0,0.0,4233.5,16200.0,5055.5,2.0,7.0,29817.5,39596.0,0.0,0.0
9:java.util.ArrayList,java.util.ArrayList,2.23469034E8,2.628386425E8,564.0,3.02629795E8,9.374281E7,2611220.0,1543202.5,8655.5,685165.5,1443556.0,98052.5,0.0,2.833155095E8,1.63183134E8,797439.0,7752.5,95040.5,10836.5,569511.5,479737.5,2382951.0,692185.0,8352.0,1502.5,390.0,2255.5,3187.5,313688.0,1149.5,735093.5,3096846.5,671980.5,10633.0,1162245.5,169359.5,2663.0,3468.5,1196.0,20.0,2472093.5,9527.5,3530226.0,10132.5,4.55998471E8,2.114692345E8,62444.5,202498.5,7.35154655E7,5326439.0,0.0,5991093.5,7995193.5,145306.0,179.0,133.5,1.117860195E8,1.419518923E9,0.0,0.0
